 2020-05-21  01:43:42.519372 ,   -  ,7.6,  -  ,  -  ,  -   
 2020-05-21  01:43:46.588634 , 30,7.6,  -  ,  -  ,  -   
 2020-05-21  15:11:33.659711 ,
 2020-05-21  15:13:06.729148 ,OK
 2020-05-21  15:13:45.777713 ,OK
 2020-05-21  15:13:49.140366 , ph  OK 
 2020-05-21  15:13:54.176591 , temp  OK 
 2020-05-21  15:13:59.626223 , lumin  OK 
 2020-05-21  15:14:04.022126 , press  OK 
 2020-05-21  15:14:07.220677 , leak  OK 
